CustomerID,Name,Age,Gender,Phone,Email,City,State,Pincode,RegistrationDate,Membership,TotalOrders,PreferredCuisine
112,Varenya Joshi,35.0,Female,3173936385,lajita78@example.net,Bengaluru,West Bengal,642281,12/13/2024,Basic,8,Continental
113,Darika Lal,34.0,Male,5355609320,omisha42@example.org,Vadodara,Kerala,458672,01-08-2022,Basic,3,Thai
114,Victor Raghavan,16.0,Male,985EEF4GA2,danielviswanathan@example.org,Bengaluru,Odisha,321384,26/07/2024,Basic,6,Fast Food
115,Chanakya Ahuja,22.0,Other,0387509977,ahujanisha@example.org,Bhopal,Maharashtra,630307,02-03-2024,Zomato Pro,5,Chinese
116,Anvi Wason,54.0,Other,1182339845,mekhala15@example.com,lucknow,Jharkhand,453849,2023.10.20,Basic,5,South Indian
117,Yagnesh Kara,30.0,Female,6687002176,girish80@example.org,Jaipur,Jharkhand,778481,28/04/2022,Basic,8,Biryani
118,Vaishnavi Madan,46.0,Male,0250392614,wrideshramachandran@example.net,Chennai,Arunachal Pradesh,786503,2022.05.18,Gold,5,Mexican
119,Leena Dey,40.0,Male,1631599965,,Kochi,Uttar Pradesh,791114,01/22/2024,Basic,10,Bakery
120,Ishani Prashad,32.0,Other,9431142626,jalsa11@example.org,Bhopal,Maharashtra,837692,2023-03-16,Basic,5,Fast Food
121,Sai Parsa,21.0,Other,2678886101,girik99@example.com,Chandigarh,Tripura,678508,13-12-2023,Basic,9,Continental
122,Advik Manne,40.0,Male,914797809576,devganesh@example.com,Pune,Maharashtra,628020,2022.10.12,Gold,2,Mexican
123,Oviya Mistry,21.0,Male,7993712406,lajita57@example.com,Chennai,Meghalaya,598462,2023-10-12,Basic,5,Mughlai
124,Laban Mital,42.0,Male,6547935646,ishaan93@example.net,Kochi,Karnataka,279835,10 Nov 2022,Zomato Pro,4,Chinese
125,Avi Shenoy,31.0,Other,6724342661,lsrinivas@example.com,Jaipur,Tamil Nadu,669393,09/14/2022,Zomato Pro,13,Street Food
126, Balhaar Parsa  ,40.0,Other,2909656101,tristan88@example.net,Delhi,Tamil Nadu,782613,02/28/2022,Basic,4,North Indian
127,Sanaya Prasad,16.0,Female,5071461125,hemal73@example.net,Ahmedabad,Madhya Pradesh,186518,04/11/2024,Zomato Pro,8,Mughlai
128,Ijaya Soni,20.0,Other,4010512382,gangasandhu@example.com,surat,Bihar,498540,2024.03.27,Gold,8,Mexican
129,Nidhi Gour,26.0,Female,3796603341,yadavrachit@example.com,Ahmedabad,Goa,437906,24/11/2022,Zomato Pro,6,Street Food
130,Ronith Shankar,25.0,Other,917316122432,chamelichad@example.net,Bhopal,Bihar,480038,05/09/2023,Gold,7,Street Food
131,Dhriti Dalal,32.0,Male,2866929662,syogi@example.net,Nagpur,Haryana,314111,2022.04.15,Basic,5,Continental
132,OJAS SURI,17.0,Male,9050723688,rrege@example.com,Madras,Jharkhand,465557,18/07/2022,Basic,9,Bakery
133,Sachi Suresh,30.0,Other,4043842797,comaramrita@example.net,Bhopal,Goa,256571,2022.11.02,Basic,3,Continental
134,Benjamin Sastry,47.0,Other,4074517133,priya29@example.org,Coimbatore,Nagaland,127446,2023-09-06,Basic,10,Healthy Food
135,Samuel Bhargava,39.0,Other,8254494812,rbhargava@example.net,Coimbatore,Odisha,348597,28 Jun 2023,Basic,10,Street Food
136,Kevin Krish,34.0,Male,2946671168,jyoti77@example.com,Delhi,Chhattisgarh,572463,2022-08-14,Gold,7,North Indian
137,Girik Shanker,32.0,Other,3637454589,vedhikaoza@example.net,Chennai,Rajasthan,450840,28 Nov 2024,Gold,7,Continental
138,Chakradhar Chaudhary,31.0,Other,7706324241,zashil15@example.net,Guwahati,Rajasthan,311604,26 Jun 2023,Basic,7,
139,Charles Randhawa,40.0,Other,1037129387,anandhemal@example.org,Coimbatore,Rajasthan,697714,10/12/2023,Basic,4,Bakery
140,Kevin Sridhar,21.0,Male,1554262218,galaria@example.com,Lucknow,Assam,192869,28 Mar 2022,Zomato Pro,6,Thai
141,Max Sabharwal,45.0,Female,2196565234,kotharibhavani@example.net,Chennai,Punjab,725337,12 Aug 2022,Basic,7,Thai
142,Charvi Jha,30.0,Male,3761379180,edhitha26@example.net, Mumbai ,Mizoram,608808,20-11-2022,Basic,5,Biryani
143,Jasmit Gera,36.0,Other,1043006848,ssampath@example.com,vadodara,Tripura,-110001,2022.03.18,Gold,7,Desserts
144,Michael Mall,30.0,Other,2856914630,gabrielsaraf@example.org,Hyderabad,Assam,782465,18-11-2023,Zomato Pro,3,Mughlai
145,Christopher More,30.0,Other,0275884252,jacob05@example.com,Bhopal,Sikkim,463488,2023.06.11,Gold,9,North Indian
146,Devansh Lall,41.0,Female,5079252419,,Bengaluru,Tamil Nadu,257443,2024.03.31,Basic,6,Chinese
147,Advik Konda,18.0,Male,2086353654,pradhanjagdish@example.net,Jaipur,Arunachal Pradesh,810225,2024-01-07,Gold,5,North Indian
148,Praneel Kapoor,28.0,Other,4451870534,xavier75@example.net,Lucknow,Uttar Pradesh,339773,2024.01.23,Basic,2,Italian
149,Rohan Korpal,26.0,Other,8505064138,oniswamy@example.org,Pune,Chhattisgarh,195848,22-05-2023,Basic,6,Healthy Food
150,Ati Chander,16.0,Other,7191826199,sarankalpit@example.org,VISAKHAPATNAM,Arunachal Pradesh,655618,2022.11.03,Gold,4,Bakery
151,Advika Murty,44.0,Female,4313291212,ushukla@example.com,bhopal,,815449,29 Apr 2022,Basic,2,Mughlai
152,Ishita Johal,38.0,Male,1249035213,meghana80@example.net,Visakhapatnam,Manipur,143277,04/05/2022,Basic,3,Mughlai
153,Abha Ghosh,29.0,Female,3171210032,nandinipradhan@example.net,Nagpur,Andhra Pradesh,803940,09-02-2024,Basic,5,Biryani
154,Aashi Borde,24.0,Male,1510702966,ybalan@example.net,Raipur,Andhra Pradesh,816216,16 Feb 2022,Zomato Pro,3,Mughlai
155,Orinder Pandya,47.0,Male,2099934768,fbhat@example.com,delhi,Gujarat,126406,08-05-2024,Basic,9,Mexican
156,Laksh Saini,34.0,Other,5787598564,atharvnagar@example.net,Pune,Gujarat,413315,26-04-2022,Gold,4,Continental
157,Ayushman Mand,25.0,Other,3213348039,lpant@example.org,Kochi,Arunachal Pradesh,398520,03/29/2023,Basic,8,Fast Food
158,Eesha Parmer,26.0,Other,2937842701,kaultheodore@example.org,Nashik,Odisha,840133,20 Feb 2024,Basic,7,Bakery
159,Aadi Narula,40.0,Male,5002921851,meghana91@example.com,Bhopal,Punjab,546741,2022-04-29,Basic,6,Desserts
160,Ekantika Deshpande,30.0,Other,8953926442,aaravraman@example.net,Vadodara,Goa,505490,01/26/2023,Basic,11,Fast Food
161,Qabil Nadkarni,44.0,Female,2513552157,lankashaurya@example.org,Mumbai,Uttar Pradesh,233015,03/10/2023,Gold,7,Thai
162,Inaya Kunda,43.0,Female,7626765861,kkar@example.com,Bhopal,Uttar Pradesh,384268,28-12-2024,Zomato Pro,8,Fast Food
163,Bahadurjit Menon,34.0,Female,5262181599,bbalasubramanian@example.net,Chandigarh,Andhra Pradesh,-110001,2024.04.27,Basic,6,Street Food
164,Radha Dugar,30.0,Other,6884443106,ddube@example.com,Nashik,Arunachal Pradesh,622357,23/11/2023,Zomato Pro,3,Mexican
165,Prisha Chahal,39.0,Male,3241714677,gavin86@example.org,Visakhapatnam,Jharkhand,187942,2022-05-01,Basic,5,North Indian
166,Lakshmi Pingle,26.0,Male,7434902115,jkaran@example.org,Kochi,Goa,757848,2024-07-22,Zomato Pro,8,North Indian
167,Omya Wason,28.0,Other,4160898992,senoscar@example.org,Vadodara,Sikkim,127976,2023.07.17,Basic,3,Fast Food
168,Reyansh Date,26.0,Other,2945116868,anya87@example.org,Jaipur,Arunachal Pradesh,526177,2023-12-27,Zomato Pro,5,
169,Isaiah Sachdeva,32.0,Other,1191485646,csolanki@example.org,Guwahati,Chhattisgarh,507688,03/06/2022,Basic,6,Desserts
170,Neha Dhawan,35.0,Other,3074505444,ochaudhari@example.org,Hyderabad,Punjab,331687,2024.12.17,Basic,6,Italian
171,Saanvi Nagi,40.0,Other,98132FBCD4,yashawini62@example.net,Nashik,Himachal Pradesh,439762,09 Mar 2022,Gold,9,Healthy Food
172,Oscar Hans,29.0,Male,7053457861,khuranakashish@example.com,Kochi,Uttarakhand,568321,10 Dec 2023,Basic,7,South Indian
173,Peter Som,40.0,Female,1406029333,amrutarout@example.net,Bhopal,Odisha,689903,01 Oct 2024,Gold,12,Bakery
174,Aditya Som,28.0,Male,4944665743,rmittal@example.net,Bengaluru,Chhattisgarh,774694,2023-07-03,Gold,2,Desserts
175,Harsh Amble,19.0,Male,4417154544,raghav28@example.org,Indore,Mizoram,82642X,08/07/2024,Basic,5,Continental
176,Netra Nagarajan,16.0,,4666099353,gparmer@example.com,Vadodara,Sikkim,287821,2023-05-13,Basic,7,Continental
177,Pratyush Memon,26.0,Female,2513534655,chaitaly71@example.com,Jaipur,Bihar,756625,05/21/2023,Basic,10,Street Food
178,Ekavir Sodhi,30.0,Female,6022356972,pranit17@example.com,Chandigarh,Gujarat,425030,31 May 2024,Basic,1,Chinese
179,Dhriti Bhardwaj,37.0,Other,9271296666,arajagopal@example.org,Coimbatore,Andhra Pradesh,403917,2023.05.12,Zomato Pro,5,Desserts
180,Kashvi Atwal,33.0,Male,3542168942,bathchanchal@example.com,Vadodara,Karnataka,415483,03-08-2024,Gold,6,Mughlai
181,Zinal Viswanathan,44.0,Other,5326033230,jatinperi@example.net,Indore,Karnataka,736980,02/12/2024,Basic,4,Mughlai
182,Keya Kumer,37.0,Other,0016761847,sameshandra@example.com,Visakhapatnam,Tripura,370290,06/24/2022,Basic,5,Mexican
183,Harrison Venkatesh,30.0,Female,9141173934,ishitarout@example.com,Hyderabad,Himachal Pradesh,342786,2022.01.22,Basic,8,Fast Food
184,Balveer Taneja,35.0,Other,0119721811,vihaan74@example.com,Kochi,Gujarat,616223,05/11/2022,Zomato Pro,8,North Indian
185,Chandresh Chaudhry,28.0,Male,5611002255,uloyal@example.org,Kochi,Uttarakhand,212366,16 Sep 2024,,5,Mughlai
186,Hema Goswami,42.0,Male,6762120216,lsarma@example.net,Nashik,Bihar,292928,03 Dec 2022,Gold,4,Continental
187,Jagrati Balakrishnan,42.0,Female,6701450899,hamsinivenkataraman@example.net,NAGPUR,West Bengal,581414,2022.03.01,Basic,6,
188,Rachita Kothari,45.0,Male,9002877217,wridesh54@example.org,Surat,Meghalaya,229491,10/30/2023,Gold,7,Mughlai
189,Kritika Rau,36.0,Female,9717751701,csachar@example.net,Bhopal,Uttarakhand,728837,20/12/2022,Zomato Pro,2,Street Food
190,Gavin Modi,45.0,Other,0375899757,chatterjeetristan@example.org,Madras,Mizoram,620311,25/02/2024,Basic,5,Chinese
191,Isha Manne,24.0,Other,7261493316,tanvihalder@example.net,Delhi,Nagaland,253168,06-01-2024,Basic,8,Mughlai
192,Hritik Sachdeva,31.0,Male,8270808697,oscardave@example.org,Patna,Arunachal Pradesh,144284,2022-03-05,Gold,8,Fast Food
193,Ekanta Thaman,22.0,Other,6547226984,teerth33@example.net,Hyderabad,Madhya Pradesh,494683,03 Jul 2023,Basic,8,Healthy Food
194,Hemani Deo,36.0,Male,1587996846,virkhredhaan@example.org,Lucknow,Tamil Nadu,475510,08 Mar 2022,Basic,8,Fast Food
195,Maanav Bera,26.0,Female,4420438057,kapurlopa@example.org,Ludhiana,Sikkim,255999,26 May 2024,Gold,5,Street Food
196,Champak Raj,34.0,Female,0439735989,rishimenon@example.com,Lucknow,Madhya Pradesh,209851,02-07-2023,Basic,5,Biryani
197,Falan Grover,50.0,Male,4842294057,balveerdube@example.com,Chennai,Goa,819084,22/10/2023,Gold,9,Mexican
198,Charvi Swaminathan,20.0,Other,3281826886,pallatimothy@example.org,Vadodara,Uttar Pradesh,7611,24-07-2023,Zomato Pro,7,Mughlai
199,GARIMA PATEL,21.0,Female,8015739930,lakshmi16@example.com,Jaipur,Jharkhand,683897,24/10/2023,Zomato Pro,9,Bakery
200,Aryan Varughese,42.0,Male,7043581128,bhattishivansh@example.net,Hyderabad,Uttarakhand,110709,11/20/2022,Basic,4,
201,Panini Chawla,31.0,Male,7501102481,aarnareddy@example.com,Guwahati,Gujarat,499907,2024-01-09,Zomato Pro,6,South Indian
202,Nidhi Sant,-35.0,Other,0919015814,gabriel47@example.com,Hyderabad,Karnataka,191725,03/01/2022,Gold,4,Mughlai
203,Azaan Som,29.0,Other,4245088210,rameshfrederick@example.com,Chennai,Goa,511678,05 Sep 2024,Basic,3,Italian
204,Hemangini Kakar,44.0,Other,9431290878,mannanekalinga@example.com,Chennai,,118887,21-05-2022,Basic,4,Street Food
